city_id,city_name_cn,province_name,metric_year,field_name,field_label_cn,sample_tier,data_status,source_doc_id,source_grade,collection_status,note
CN-530300,曲靖市,云南省,2018,general_debt_balance_100m,一般债务余额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530300;SRC-B2-GOTOHUI-BALANCE-548360;SRC-B2-GOTOHUI-EXPENDITURE-548404;SRC-B2-GOTOHUI-GDP-257075;SRC-B2-GOTOHUI-GROWTH-145636;SRC-B2-GOTOHUI-POPULATION-25306;SRC-B2-GOTOHUI-REVENUE-548405,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年曲靖市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530300,曲靖市,云南省,2018,general_debt_limit_100m,一般债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530300;SRC-B2-GOTOHUI-BALANCE-548360;SRC-B2-GOTOHUI-EXPENDITURE-548404;SRC-B2-GOTOHUI-GDP-257075;SRC-B2-GOTOHUI-GROWTH-145636;SRC-B2-GOTOHUI-POPULATION-25306;SRC-B2-GOTOHUI-REVENUE-548405,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年曲靖市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530300,曲靖市,云南省,2018,gov_fund_revenue_100m,政府性基金预算收入（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530300;SRC-B2-GOTOHUI-BALANCE-548360;SRC-B2-GOTOHUI-EXPENDITURE-548404;SRC-B2-GOTOHUI-GDP-257075;SRC-B2-GOTOHUI-GROWTH-145636;SRC-B2-GOTOHUI-POPULATION-25306;SRC-B2-GOTOHUI-REVENUE-548405,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年曲靖市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530300,曲靖市,云南省,2018,special_debt_balance_100m,专项债务余额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530300;SRC-B2-GOTOHUI-BALANCE-548360;SRC-B2-GOTOHUI-EXPENDITURE-548404;SRC-B2-GOTOHUI-GDP-257075;SRC-B2-GOTOHUI-GROWTH-145636;SRC-B2-GOTOHUI-POPULATION-25306;SRC-B2-GOTOHUI-REVENUE-548405,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年曲靖市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530300,曲靖市,云南省,2018,special_debt_limit_100m,专项债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530300;SRC-B2-GOTOHUI-BALANCE-548360;SRC-B2-GOTOHUI-EXPENDITURE-548404;SRC-B2-GOTOHUI-GDP-257075;SRC-B2-GOTOHUI-GROWTH-145636;SRC-B2-GOTOHUI-POPULATION-25306;SRC-B2-GOTOHUI-REVENUE-548405,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年曲靖市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530300,曲靖市,云南省,2018,statutory_debt_limit_100m,法定债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530300;SRC-B2-GOTOHUI-BALANCE-548360;SRC-B2-GOTOHUI-EXPENDITURE-548404;SRC-B2-GOTOHUI-GDP-257075;SRC-B2-GOTOHUI-GROWTH-145636;SRC-B2-GOTOHUI-POPULATION-25306;SRC-B2-GOTOHUI-REVENUE-548405,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年曲靖市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530400,玉溪市,云南省,2018,debt_limit_utilization_pct,债务限额使用率（%）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-YUNNAN-YUXI-2018-FROM-2019-REPORT;SRC-B2-GOTOHUI-BALANCE-550153;SRC-B2-GOTOHUI-EXPENDITURE-550379;SRC-B2-GOTOHUI-FUND-551022;SRC-B2-GOTOHUI-GDP-257090;SRC-B2-GOTOHUI-GROWTH-145637;SRC-B2-GOTOHUI-POPULATION-25293;SRC-B2-GOTOHUI-REVENUE-550369,B2,extracted,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年玉溪市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530400,玉溪市,云南省,2018,general_debt_limit_100m,一般债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-YUNNAN-YUXI-2018-FROM-2019-REPORT;SRC-B2-GOTOHUI-BALANCE-550153;SRC-B2-GOTOHUI-EXPENDITURE-550379;SRC-B2-GOTOHUI-FUND-551022;SRC-B2-GOTOHUI-GDP-257090;SRC-B2-GOTOHUI-GROWTH-145637;SRC-B2-GOTOHUI-POPULATION-25293;SRC-B2-GOTOHUI-REVENUE-550369,B2,extracted,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年玉溪市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530400,玉溪市,云南省,2018,special_debt_limit_100m,专项债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-YUNNAN-YUXI-2018-FROM-2019-REPORT;SRC-B2-GOTOHUI-BALANCE-550153;SRC-B2-GOTOHUI-EXPENDITURE-550379;SRC-B2-GOTOHUI-FUND-551022;SRC-B2-GOTOHUI-GDP-257090;SRC-B2-GOTOHUI-GROWTH-145637;SRC-B2-GOTOHUI-POPULATION-25293;SRC-B2-GOTOHUI-REVENUE-550369,B2,extracted,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年玉溪市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530400,玉溪市,云南省,2018,statutory_debt_limit_100m,法定债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-YUNNAN-YUXI-2018-FROM-2019-REPORT;SRC-B2-GOTOHUI-BALANCE-550153;SRC-B2-GOTOHUI-EXPENDITURE-550379;SRC-B2-GOTOHUI-FUND-551022;SRC-B2-GOTOHUI-GDP-257090;SRC-B2-GOTOHUI-GROWTH-145637;SRC-B2-GOTOHUI-POPULATION-25293;SRC-B2-GOTOHUI-REVENUE-550369,B2,extracted,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年玉溪市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530500,保山市,云南省,2018,debt_limit_utilization_pct,债务限额使用率（%）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530500;SRC-B2-GOTOHUI-BALANCE-551611;SRC-B2-GOTOHUI-EXPENDITURE-551797;SRC-B2-GOTOHUI-GDP-257018;SRC-B2-GOTOHUI-GROWTH-145638;SRC-B2-GOTOHUI-POPULATION-24930;SRC-B2-GOTOHUI-REVENUE-551792,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年保山市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530500,保山市,云南省,2018,fund_revenue_dependence_pct,政府性基金收入依赖度（%）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530500;SRC-B2-GOTOHUI-BALANCE-551611;SRC-B2-GOTOHUI-EXPENDITURE-551797;SRC-B2-GOTOHUI-GDP-257018;SRC-B2-GOTOHUI-GROWTH-145638;SRC-B2-GOTOHUI-POPULATION-24930;SRC-B2-GOTOHUI-REVENUE-551792,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年保山市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530500,保山市,云南省,2018,general_debt_balance_100m,一般债务余额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530500;SRC-B2-GOTOHUI-BALANCE-551611;SRC-B2-GOTOHUI-EXPENDITURE-551797;SRC-B2-GOTOHUI-GDP-257018;SRC-B2-GOTOHUI-GROWTH-145638;SRC-B2-GOTOHUI-POPULATION-24930;SRC-B2-GOTOHUI-REVENUE-551792,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年保山市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530500,保山市,云南省,2018,general_debt_limit_100m,一般债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530500;SRC-B2-GOTOHUI-BALANCE-551611;SRC-B2-GOTOHUI-EXPENDITURE-551797;SRC-B2-GOTOHUI-GDP-257018;SRC-B2-GOTOHUI-GROWTH-145638;SRC-B2-GOTOHUI-POPULATION-24930;SRC-B2-GOTOHUI-REVENUE-551792,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年保山市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530500,保山市,云南省,2018,gov_fund_revenue_100m,政府性基金预算收入（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530500;SRC-B2-GOTOHUI-BALANCE-551611;SRC-B2-GOTOHUI-EXPENDITURE-551797;SRC-B2-GOTOHUI-GDP-257018;SRC-B2-GOTOHUI-GROWTH-145638;SRC-B2-GOTOHUI-POPULATION-24930;SRC-B2-GOTOHUI-REVENUE-551792,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年保山市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530500,保山市,云南省,2018,special_debt_balance_100m,专项债务余额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530500;SRC-B2-GOTOHUI-BALANCE-551611;SRC-B2-GOTOHUI-EXPENDITURE-551797;SRC-B2-GOTOHUI-GDP-257018;SRC-B2-GOTOHUI-GROWTH-145638;SRC-B2-GOTOHUI-POPULATION-24930;SRC-B2-GOTOHUI-REVENUE-551792,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年保山市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530500,保山市,云南省,2018,special_debt_limit_100m,专项债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530500;SRC-B2-GOTOHUI-BALANCE-551611;SRC-B2-GOTOHUI-EXPENDITURE-551797;SRC-B2-GOTOHUI-GDP-257018;SRC-B2-GOTOHUI-GROWTH-145638;SRC-B2-GOTOHUI-POPULATION-24930;SRC-B2-GOTOHUI-REVENUE-551792,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年保山市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530500,保山市,云南省,2018,statutory_debt_limit_100m,法定债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530500;SRC-B2-GOTOHUI-BALANCE-551611;SRC-B2-GOTOHUI-EXPENDITURE-551797;SRC-B2-GOTOHUI-GDP-257018;SRC-B2-GOTOHUI-GROWTH-145638;SRC-B2-GOTOHUI-POPULATION-24930;SRC-B2-GOTOHUI-REVENUE-551792,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年保山市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530600,昭通市,云南省,2018,debt_limit_utilization_pct,债务限额使用率（%）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530600;SRC-B2-GOTOHUI-BALANCE-552757;SRC-B2-GOTOHUI-EXPENDITURE-273926;SRC-B2-GOTOHUI-FUND-553687;SRC-B2-GOTOHUI-GDP-257095;SRC-B2-GOTOHUI-GROWTH-145639;SRC-B2-GOTOHUI-POPULATION-29173;SRC-B2-GOTOHUI-REVENUE-273925,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年昭通市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530600,昭通市,云南省,2018,general_debt_balance_100m,一般债务余额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530600;SRC-B2-GOTOHUI-BALANCE-552757;SRC-B2-GOTOHUI-EXPENDITURE-273926;SRC-B2-GOTOHUI-FUND-553687;SRC-B2-GOTOHUI-GDP-257095;SRC-B2-GOTOHUI-GROWTH-145639;SRC-B2-GOTOHUI-POPULATION-29173;SRC-B2-GOTOHUI-REVENUE-273925,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年昭通市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530600,昭通市,云南省,2018,general_debt_limit_100m,一般债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530600;SRC-B2-GOTOHUI-BALANCE-552757;SRC-B2-GOTOHUI-EXPENDITURE-273926;SRC-B2-GOTOHUI-FUND-553687;SRC-B2-GOTOHUI-GDP-257095;SRC-B2-GOTOHUI-GROWTH-145639;SRC-B2-GOTOHUI-POPULATION-29173;SRC-B2-GOTOHUI-REVENUE-273925,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年昭通市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530600,昭通市,云南省,2018,special_debt_balance_100m,专项债务余额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530600;SRC-B2-GOTOHUI-BALANCE-552757;SRC-B2-GOTOHUI-EXPENDITURE-273926;SRC-B2-GOTOHUI-FUND-553687;SRC-B2-GOTOHUI-GDP-257095;SRC-B2-GOTOHUI-GROWTH-145639;SRC-B2-GOTOHUI-POPULATION-29173;SRC-B2-GOTOHUI-REVENUE-273925,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年昭通市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530600,昭通市,云南省,2018,special_debt_limit_100m,专项债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530600;SRC-B2-GOTOHUI-BALANCE-552757;SRC-B2-GOTOHUI-EXPENDITURE-273926;SRC-B2-GOTOHUI-FUND-553687;SRC-B2-GOTOHUI-GDP-257095;SRC-B2-GOTOHUI-GROWTH-145639;SRC-B2-GOTOHUI-POPULATION-29173;SRC-B2-GOTOHUI-REVENUE-273925,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年昭通市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530600,昭通市,云南省,2018,statutory_debt_limit_100m,法定债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-CEIC-CN-530600;SRC-B2-GOTOHUI-BALANCE-552757;SRC-B2-GOTOHUI-EXPENDITURE-273926;SRC-B2-GOTOHUI-FUND-553687;SRC-B2-GOTOHUI-GDP-257095;SRC-B2-GOTOHUI-GROWTH-145639;SRC-B2-GOTOHUI-POPULATION-29173;SRC-B2-GOTOHUI-REVENUE-273925,B2,extracted,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2018年昭通市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530700,丽江市,云南省,2018,general_debt_limit_100m,一般债务限额（亿元）,core,reported,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-DEBT-YUNNAN-LIJIANG-2018;SRC-B2-GOTOHUI-BALANCE-556209;SRC-B2-GOTOHUI-EXPENDITURE-556323;SRC-B2-GOTOHUI-FUND-556794;SRC-B2-GOTOHUI-GDP-257055;SRC-B2-GOTOHUI-GROWTH-145640;SRC-B2-GOTOHUI-LIMIT-1494746;SRC-B2-GOTOHUI-POPULATION-29029;SRC-B2-GOTOHUI-REVENUE-556321,B2,extracted,已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年丽江市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
